,permco,companyname,cleanedname,number_words,Examples,Articles,Correct Article,Article_Name,Accuracy Method 1,Accuracy Method 2,Accuracy Method 3,Accuracy Method 4
652,55585,FORTIVE CORP,fortive,1,10,"['Fortive', 'Matco Tools', 'Vontier', 'Danaher Corporation', 'Business operating system (management)', 'Fluke Corporation', 'Teletrac', 'Qualitrol', 'Industrial Scientific Corporation', 'Tektronix']",0,Fortive,0.6111111111111112,1.0,1.0,1.0
656,54444,COTY INC,coty,1,10,"['Coty Inc.', 'Coty', 'René Coty', 'Stade François Coty', 'Coty Award', 'Cotys', 'François Coty', 'Ali Irsan', 'Cotys I (Sapaean)', 'Coty Sensabaugh']",0,Coty Inc.,0.7222222222222222,1.0,0.7222222222222222,1.0
658,55684,ADVANSIX INC,advansix,1,9,"['AdvanSix', 'Companies listed on the New York Stock Exchange (A)', 'Enon, Virginia', 'Together for Sustainability', 'List of S&P 600 companies', 'System Sensor', 'Bridesburg, Philadelphia', 'Leeds & Northrup', 'Chesapeake Beach Railway']",0,AdvanSix,1.0,1.0,1.0,1.0
659,55715,ADIENT PLC,adient,1,10,"['Adient', 'Arvind (company)', 'Johnson Controls', 'Frederick Henderson', 'List of multinational corporations', 'Raymond Conner', 'Recaro', 'Holland, Michigan', 'Marquette Building (Detroit)', 'Companies listed on the New York Stock Exchange (A)']",1,Arvind (company),0.0,0.0,0.0,0.0
660,55718,ALCOA CORP,alcoa,1,10,"['Alcoa', 'Alcoa (disambiguation)', 'Alcoa, Tennessee', 'Reyðarfjörður', 'Alcoa Police Department', 'Tempo Alcoa', 'Howmet Aerospace', 'Alcoa River', 'Alcoa Theatre', 'United States v. Alcoa']",0,Alcoa,1.0,1.0,1.0,1.0
666,55805,CONDUENT INC,conduent,1,10,"['Conduent', 'Ashok Vemuri', 'Buck (human resources consulting company)', 'List of call centre companies', 'International Tech Park, Bangalore', 'Economy of Andhra Pradesh', 'Xerox', 'Affiliated Computer Services', 'Rick Scott', 'Ursula Burns']",0,Conduent,0.3333333333333333,0.8333333333333334,0.6111111111111112,1.0
668,55833,TECHNIPFMC PLC,technipfmc,1,10,"['TechnipFMC', 'Technip Energies', 'Technip', 'FMC Technologies', 'List of oilfield service companies', 'Motor Oil Hellas', 'List of S&P 500 companies', 'List of companies in Houston', 'FMC Corporation', 'Energy development']",0,TechnipFMC,1.0,1.0,1.0,1.0
670,55837,BIOVERATIV INC,bioverativ,1,10,"['Bioverativ', 'Biogen', 'Sanofi', 'List of pharmaceutical companies', 'Tim Harris (biochemist)', 'Sutimlimab', 'Wyeth', 'Sangamo Therapeutics', 'List of S&P 400 companies', 'List of largest pharmaceutical mergers and acquisitions']",0,Bioverativ,0.0,1.0,0.0,1.0
671,30033,INCYTE CORP,incyte,1,10,"['Incyte', 'Ruxolitinib', 'PD-1 and PD-L1 inhibitors', 'Süper Lig', '2013–14 La Liga', 'Epacadostat', 'Lega Serie A', 'Dermatitis', 'Nasdaq-100', 'Onesource State Apportionment']",0,Incyte,0.8888888888888888,0.0,1.0,0.0
675,11361,SYNOPSYS INC,synopsys,1,10,"['Synopsys', 'List of EDA companies', 'EDA database', 'Saber (software)', 'Electronic design automation', 'Synopsis', 'Coverity', 'List of semiconductor IP core vendors', 'PCI-SIG', 'Compute Express Link']",0,Synopsys,0.0,1.0,0.0,1.0
678,12457,GARTNER INC,gartner,1,10,"['Gartner', 'Gartner hype cycle', 'Mike Gartner', 'Alex Gartner', 'Gaertner', 'Mobile operating system', 'Gartner (surname)', 'Claus Theo Gärtner', 'Magic Quadrant', 'Market share of personal computer vendors']",0,Gartner,0.0,0.0,0.0,0.0
683,14744,ANSYS INC,ansys,1,10,"['Ansys', 'Ansys HFSS', 'SpaceClaim', 'Rockwell Automation', 'LS-DYNA', 'List of finite element software packages', 'OptiSLang', 'John A. Swanson', 'List of the largest software companies', 'Indy Autonomous Challenge']",0,Ansys,0.5,1.0,1.0,1.0
689,13753,RESMED INC,resmed,1,10,"['ResMed', 'Australian companies in China', 'Qantas', 'List of companies headquartered in San Diego', 'List of S&P 500 companies', 'JB Hi-Fi', 'Rio Tinto (corporation)', 'Macquarie Group', 'Russell 1000 Index', 'Desney Tan']",0,ResMed,NaN,NaN,NaN,NaN
705,20018,ABIOMED INC,abiomed,1,10,"['Abiomed', 'AbioCor', 'Artificial heart', 'Myron Rolle', 'Impella', 'Johnson & Johnson', 'List of S&P 500 companies', 'List of multinational corporations', 'Robert Tools', 'List of S&P 400 companies']",0,Abiomed,1.0,1.0,1.0,1.0
706,56357,PERSPECTA INC,perspecta,1,10,"['Perspecta Inc.', 'Perspecta', 'Tom and Jerry filmography', 'Peraton', 'Peraton Labs', 'Perspecta (journal)', 'Sanju Bansal', 'Vencore', 'Globe', 'Military Bowl']",0,Perspecta Inc.,1.0,1.0,1.0,1.0
707,21035,EVERGY INC,evergy,1,10,"['Evergy', 'Great Plains Energy', 'Kansas City Power and Light Company', 'List of S&P 500 companies', 'Burlington, Kansas', 'Topeka, Kansas', 'Russell 1000 Index', 'Tecumseh Products', 'Wichita, Kansas', 'List of S&P 400 companies']",0,Evergy,0.1111111111111111,0.0,0.4444444444444444,0.0
708,54638,TWITTER INC,twitter,1,10,"['Twitter', 'Twitter, Inc.', 'List of most-followed Twitter accounts', 'Twitter Files', 'Twitter verification', 'Black Twitter', 'Acquisition of Twitter by Elon Musk', 'Stan Twitter', 'Censorship of Twitter', 'Elon Musk']",1,"Twitter, Inc.",0.0,0.0,0.4444444444444444,0.0
712,12926,COPART INC,copart,1,10,"['Copart', 'Copart 200', 'Jay Adair', 'Willis Johnson', 'List of largest Internet companies', 'List of companies in the Dallas–Fort Worth metroplex', 'Manheim Auctions', 'Nasdaq-100', 'Russell 1000 Index', 'List of S&P 500 companies']",0,Copart,0.0,0.0,0.0,0.0
716,53286,FORTINET INC,fortinet,1,10,"['Fortinet', 'Fortinet Championship', 'Ken Xie', 'Max Homa', 'ZmEu (vulnerability scanner)', '2023 Rugby Championship', 'VirusTotal', 'List of the largest software companies', 'Gpl-violations.org', 'Linksys']",0,Fortinet,1.0,1.0,1.0,1.0
723,21723,TELEFLEX INC,teleflex,1,10,"['Teleflex', 'KSR International Co. v. Teleflex Inc.', 'List of S&P 500 companies', 'ZLM Tour (UCI ProSeries)', 'Kongsberg Automotive', 'Donald Aronow', 'Compressed natural gas', 'Russell 1000 Index', 'Hradec Králové', 'Person having ordinary skill in the art']",0,Teleflex,1.0,1.0,1.0,1.0
724,56619,COVETRUS INC,covetrus,1,6,"['Covetrus', 'Henry Schein', 'Maine', 'Portland, Maine', 'List of S&P 400 companies', 'List of S&P 600 companies']",0,Covetrus,1.0,1.0,1.0,1.0
726,30913,WABTEC CORP,wabtec,1,10,"['Wabtec', 'Wabtec FLXDrive', 'GE Transportation', 'MotivePower', 'List of locomotive builders', 'CSX Transportation', 'Westinghouse Air Brake Company', 'MPI MPXpress', 'Faiveley Transport', 'GE AC44C6M']",0,Wabtec,0.0,0.4444444444444444,0.0,1.0
727,56662,FOX CORP,fox,1,10,"['Fox Broadcasting Company', 'Fox', '20th Century Studios', 'Fox News', 'Michael J. Fox', 'Megan Fox', 'Emilia Fox', 'Red fox', 'Fox Corporation', 'Fox the Fox']",0,Fox Broadcasting Company,0.0,0.0,0.0,0.0
728,56668,DOW INC,dow,1,10,"['Dow', 'Dow Jones Industrial Average', 'Dow Chemical Company', 'Tony Dow', 'Nancy Dow', 'Dow Jones & Company', 'Dow Jones', 'List of S&P 500 companies', 'Charles Dow', 'DuPont']",2,Dow Chemical Company,1.0,1.0,0.16666666666666666,1.0
730,56723,CORTEVA INC,corteva,1,10,"['Corteva', 'Pioneer Hi Bred International', 'Dow AgroSciences', 'List of largest chemical producers', 'DuPont', 'Des Moines, Iowa', 'Indianapolis', 'Granular Inc.', 'Agent Orange', 'Indigo Agriculture']",0,Corteva,0.9444444444444444,1.0,1.0,1.0
731,56767,AMCOR PLC,amcor,1,10,"['Amcor', 'Bemis Company', 'Ken MacKenzie (businessman)', 'S&P 500 Dividend Aristocrats', 'Paperlinx', 'List of companies based in Miami', 'Newcastle, KwaZulu-Natal', 'Rural marketing', 'List of S&P 500 companies', 'List of multinational corporations']",0,Amcor,1.0,1.0,1.0,1.0
733,22075,IDEX CORP,idex,1,10,"['IDEX Corporation', 'IDEX', 'IDEX Biometrics', 'Ideanomics', 'Anza (missile)', 'International Defence Exhibition', 'List of equipment of the United Arab Emirates Army', 'Marauder (vehicle)', 'Reborn doll', 'Smart card']",0,IDEX Corporation,0.5555555555555556,1.0,0.7777777777777778,1.0
737,54109,SERVICENOW INC,servicenow,1,10,"['ServiceNow', 'Bill McDermott', 'Fred Luddy', 'John Donahoe', 'Element AI', 'Snowflake Inc.', 'Douglas Leone', 'TeamViewer', 'Independent software vendor', 'Tricentis']",0,ServiceNow,0.4444444444444444,0.0,1.0,0.0
745,3160,NORDSON CORP,nordson,1,10,"['Nordson Corporation', 'Westlake, Ohio', 'Value Plastics', 'Cleveland', 'Pick-and-place machine', 'List of S&P 500 companies', 'Russell 1000 Index', 'Greater Cleveland', 'Duluth, Georgia', 'List of S&P 600 companies']",0,Nordson Corporation,1.0,1.0,1.0,1.0
750,10691,TRIMBLE INC,trimble,1,10,"['Trimble', 'Trimble Inc.', 'Jerry Trimble', 'David Trimble', 'Trimble House', 'SketchUp', 'Murder of Marcia Trimble', 'Bobb Trimble', 'Vivian Trimble', 'Gordon Trimble']",1,Trimble Inc.,0.5,1.0,1.0,1.0
753,20394,CARNIVAL CORP,carnival,1,10,"['Carnival', 'Carnival (disambiguation)', 'Carnival Corporation & plc', 'Carnival!', 'Carnival Cruise Line', 'Carnival Row', 'Rio Carnival', 'Carnival Splendor', 'Carnival Sunrise', 'Kia Carnival']",2,Carnival Corporation & plc,0.0,0.0,0.0,0.0
761,46559,DEXCOM INC,dexcom,1,10,"['Dexcom', 'Continuous glucose monitor', 'Nasdaq-100', 'Glucose meter', 'Insulin pump', 'Russell 1000 Index', 'Verily', 'List of S&P 500 companies', 'List of companies headquartered in San Diego', 'Tandem Diabetes Care']",0,Dexcom,0.7777777777777778,0.6666666666666666,0.0,0.0
763,53453,TESLA INC,tesla,1,10,"['Tesla, Inc.', 'Tesla', 'Nikola Tesla', 'Tesla Cybertruck', 'Tesla Model 3', 'Tesla Model S', 'Tesla Autopilot', 'Tesla Model Y', 'Tesla coil', 'Elon Musk']",0,"Tesla, Inc.",1.0,0.3333333333333333,0.2222222222222222,0.8333333333333334
768,54931,CATALENT INC,catalent,1,10,"['Catalent', 'Cook Group', 'Zydis', 'Softgel', 'Sorbitol', 'List of S&P 500 companies', 'ARCT-021', 'South West England', 'Robert Pauli Scherer', 'List of pharmaceutical companies']",0,Catalent,1.0,1.0,1.0,1.0
771,55229,ETSY INC,etsy,1,10,"['Etsy', 'Reverb.com', 'Josh Silverman', 'Depop', 'Patrick McHale (artist)', 'Programming languages used in most popular websites', 'Albert Wenger', 'Rasmus Lerdorf', 'Kimberly J. Brown', 'Nervine']",0,Etsy,1.0,1.0,1.0,1.0
775,56611,MODERNA INC,moderna,1,10,"['Moderna', 'Studio Moderna', 'Moderna COVID-19 vaccine', 'Devotio Moderna', 'Stéphane Bancel', 'T-72', 'Moderna University', 'Melissa J. Moore', 'Moderna Museet', 'Moderna tider']",0,Moderna,0.0,0.0,0.0,0.0
778,57315,VONTIER CORP,vontier,1,10,"['Vontier', 'Fortive', 'Gilbarco Veeder-Root', 'Matco Tools', 'Teletrac', 'Danaher Corporation', 'Raleigh, North Carolina', 'List of S&P 500 companies', 'Russell 1000 Index', 'List of companies of the United States by state']",0,Vontier,0.0,0.8888888888888888,0.9444444444444444,1.0
779,58235,ORGANON & CO,organon,1,10,"['Organon', 'Organon & Co.', 'Organon (disambiguation)', 'The Organon of the Healing Art', 'Organon model', 'Novum Organum', 'New Organon', 'Vascular organ of lamina terminalis', 'Organization', 'Cloudbusting']",1,Organon & Co.,1.0,1.0,1.0,1.0
